price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3818670,7193,2,2,1,yes,yes,yes,no,no,yes,no,furnished
3655006,4773,3,1,2,yes,no,no,no,no,no,no,semi-furnished
3037070,3096,3,1,2,yes,no,no,no,no,yes,no,semi-furnished
3426727,3335,1,1,0,yes,no,yes,no,no,yes,no,furnished
4117140,4224,4,1,0,no,no,yes,no,no,no,no,unfurnished
6315302,4370,2,1,4,yes,no,no,no,yes,no,no,unfurnished
4292601,4287,4,1,1,yes,no,no,no,yes,yes,no,semi-furnished
3797170,6717,4,1,1,no,no,no,no,no,no,no,furnished
3174642,4310,2,1,1,no,no,no,no,no,no,no,unfurnished
5975271,4193,4,1,2,yes,no,no,no,no,no,no,furnished
8281109,5329,3,2,2,yes,no,yes,no,yes,yes,yes,semi-furnished
2355515,2667,3,2,2,yes,no,no,no,no,no,no,furnished
7295728,5737,2,1,3,yes,no,no,no,yes,no,no,semi-furnished
5508728,5602,2,1,0,yes,no,yes,no,no,no,no,semi-furnished
5662932,10946,3,1,3,yes,no,no,no,no,yes,yes,semi-furnished
3672656,5747,1,1,1,yes,no,no,no,no,yes,no,unfurnished
4852388,4111,2,1,0,yes,no,yes,no,no,yes,no,semi-furnished
4861803,6735,2,1,1,yes,no,no,no,yes,yes,no,semi-furnished
6570125,6092,3,1,3,yes,yes,no,no,yes,no,no,furnished
4098796,4515,3,1,2,yes,no,no,no,yes,no,no,semi-furnished
8000548,7139,4,1,1,yes,yes,yes,no,yes,no,no,furnished
5668259,5934,3,1,4,yes,yes,no,no,yes,no,no,furnished
3375560,3791,3,1,2,yes,no,no,no,no,no,no,semi-furnished
1807296,1709,3,1,2,yes,no,no,no,no,no,no,unfurnished
4795295,10728,2,1,0,yes,no,no,no,yes,yes,yes,unfurnished
3084058,3348,1,1,1,yes,no,no,no,no,no,no,furnished
4063173,5773,4,2,1,no,no,yes,no,no,yes,no,unfurnished
3303459,2014,2,2,1,yes,no,yes,no,no,no,yes,unfurnished
6158316,5840,3,2,4,yes,no,no,no,no,yes,no,semi-furnished
4661943,9824,1,1,0,yes,no,no,no,yes,yes,yes,unfurnished
6702783,8694,3,1,1,yes,no,yes,no,yes,no,no,furnished
3565906,3740,2,1,1,yes,no,no,no,no,yes,no,semi-furnished
4922300,6912,3,1,1,yes,no,no,no,no,no,no,unfurnished
2874154,7705,2,1,0,yes,no,no,no,no,no,no,unfurnished
2883302,3241,2,1,1,no,no,no,no,no,no,no,semi-furnished
5095323,3256,3,2,2,yes,no,no,no,no,yes,no,semi-furnished
2370486,2899,4,1,1,yes,no,no,no,no,no,no,furnished
3169116,3958,3,1,2,yes,no,no,no,no,no,no,unfurnished
6971244,7857,3,2,0,yes,no,no,no,no,yes,no,unfurnished
3832599,4603,3,2,2,no,no,yes,no,yes,no,no,semi-furnished
4916302,4118,3,1,1,no,yes,yes,no,yes,no,no,semi-furnished
2851246,4521,4,1,1,no,no,no,no,no,no,no,unfurnished
2348850,3048,2,1,0,yes,no,no,no,no,yes,no,unfurnished
9340953,8159,2,2,1,yes,no,no,no,no,no,yes,semi-furnished
7663004,6311,2,2,4,yes,no,no,no,yes,no,yes,furnished
1764081,3542,2,1,0,yes,no,no,no,no,no,no,unfurnished
4296589,4921,2,1,2,yes,no,yes,no,yes,no,no,unfurnished
2106530,2856,1,1,1,no,no,no,no,no,no,no,unfurnished
4752035,2520,3,1,1,yes,no,yes,no,no,no,no,furnished
5075706,5540,4,1,0,yes,no,no,no,yes,no,yes,unfurnished
2054801,2444,2,1,1,yes,no,no,no,no,no,no,unfurnished
2534496,4396,2,1,0,yes,no,no,no,no,no,no,unfurnished
4692414,2432,2,1,2,yes,no,yes,no,no,no,no,furnished
6907150,5825,2,2,4,yes,yes,no,no,yes,no,no,furnished
6198940,6257,3,2,2,yes,yes,no,no,yes,no,no,furnished
3993973,2072,2,1,3,yes,no,no,no,no,no,yes,unfurnished
6646174,6344,3,1,2,yes,no,no,no,yes,no,yes,furnished
8983408,8694,2,1,3,yes,no,no,no,yes,yes,no,furnished
2180186,2510,2,1,1,yes,no,no,no,no,no,no,unfurnished
5103769,7860,2,1,1,yes,no,no,no,no,no,yes,semi-furnished
4199827,6194,2,1,2,yes,no,no,no,no,no,no,unfurnished
4009729,5315,3,1,1,yes,no,no,no,yes,no,no,unfurnished
2331154,3309,1,1,1,yes,no,no,no,no,no,no,unfurnished
2894964,8448,2,1,0,yes,no,no,no,no,no,no,unfurnished
4248282,4863,2,1,1,yes,no,no,no,no,yes,yes,unfurnished
3926086,2487,4,1,1,no,no,yes,no,yes,yes,no,furnished
13447761,7202,3,2,3,yes,no,no,no,yes,yes,yes,furnished
8338488,6054,2,2,4,yes,yes,yes,no,yes,no,yes,semi-furnished
5212408,3193,3,1,1,yes,yes,yes,no,yes,no,no,furnished
3562874,3249,2,1,1,yes,no,no,no,no,no,no,unfurnished
1686816,3487,2,1,0,yes,no,no,no,no,no,no,unfurnished
5717581,6825,2,1,0,yes,no,yes,no,no,yes,yes,unfurnished
4824386,6942,2,1,1,yes,no,no,no,no,no,no,unfurnished
5488183,6399,4,1,1,yes,no,yes,no,no,no,yes,semi-furnished
8055415,7447,3,1,4,yes,no,no,no,yes,yes,no,unfurnished
4165443,3430,3,1,2,yes,no,no,no,no,no,yes,semi-furnished
4605944,4151,3,1,1,yes,no,no,no,no,yes,no,furnished
7448410,11657,3,1,2,yes,no,yes,no,no,yes,yes,semi-furnished
9998080,8046,4,1,2,yes,yes,yes,no,yes,yes,yes,furnished
10963853,7744,3,1,2,yes,yes,yes,no,yes,yes,no,furnished
6101482,9296,3,1,0,yes,no,yes,no,no,yes,yes,furnished
4665296,4760,3,1,0,yes,yes,yes,no,no,no,no,semi-furnished
8469890,4575,2,2,2,yes,yes,yes,no,yes,yes,no,furnished
2803044,2681,3,1,1,yes,no,yes,no,no,no,no,unfurnished
3393565,3202,3,1,0,yes,no,no,no,no,no,no,unfurnished
6428748,5659,3,1,4,yes,yes,no,no,yes,yes,no,semi-furnished
7408583,5774,2,2,3,yes,yes,no,no,yes,no,no,furnished
6755530,8075,3,2,2,yes,no,no,no,yes,no,no,furnished
3666404,3449,2,1,2,yes,no,yes,no,no,no,no,semi-furnished
4768943,4043,3,1,2,no,yes,yes,no,yes,no,no,semi-furnished
6382916,7385,2,1,0,yes,yes,yes,no,yes,yes,yes,unfurnished
3393429,2189,3,1,1,yes,no,yes,no,no,no,yes,furnished
6060296,7232,2,1,1,yes,no,yes,no,yes,yes,yes,semi-furnished
5486159,6060,3,1,1,yes,no,yes,no,no,yes,yes,furnished
3575577,3220,2,1,2,yes,no,no,no,no,no,no,unfurnished
5225960,6046,2,1,0,yes,no,yes,no,yes,no,yes,semi-furnished
7371085,6635,3,1,3,yes,no,no,no,yes,no,no,unfurnished
2280330,1861,2,1,1,no,no,no,yes,no,no,no,unfurnished
2820067,3616,3,1,1,no,no,no,no,no,no,no,unfurnished
4477167,9484,4,1,2,yes,yes,yes,no,no,yes,no,semi-furnished
2794465,3504,2,1,1,no,no,no,no,no,no,no,semi-furnished
5689532,11666,2,1,2,yes,no,no,no,no,yes,yes,semi-furnished
7594805,6067,3,1,2,yes,yes,no,no,yes,no,no,semi-furnished
4553442,4682,3,1,3,yes,no,no,yes,no,yes,no,furnished
6121515,6037,3,1,2,yes,yes,yes,no,no,no,yes,unfurnished
6936352,6048,2,1,0,yes,no,no,no,yes,yes,no,furnished
4075390,5714,3,1,0,yes,no,no,yes,no,yes,no,semi-furnished
2249017,3865,1,1,1,no,no,no,no,no,no,no,unfurnished
3882808,2972,2,1,3,yes,no,no,no,no,no,yes,furnished
5513644,4271,3,1,1,yes,no,no,no,yes,yes,yes,semi-furnished
3897918,3769,3,1,1,yes,no,no,no,no,no,no,furnished
5977896,8027,3,1,0,yes,yes,yes,no,yes,yes,yes,semi-furnished
1735195,2388,2,1,0,no,no,no,no,no,no,no,semi-furnished
4195472,3445,3,1,0,yes,no,yes,no,yes,no,no,furnished
4523673,3450,2,1,1,yes,no,no,no,no,yes,no,semi-furnished
3870456,3580,2,1,0,yes,no,no,no,no,no,no,unfurnished
11206636,7774,3,1,2,yes,yes,yes,no,yes,yes,no,furnished
8807828,8675,2,1,0,yes,no,no,no,no,no,no,semi-furnished
3723417,3444,2,1,0,yes,no,no,yes,no,no,no,semi-furnished
3126398,4997,2,1,0,yes,no,yes,no,yes,no,no,unfurnished
4809640,5633,2,1,1,yes,no,no,no,no,no,yes,semi-furnished
3574388,3335,2,1,1,no,no,no,no,yes,no,no,unfurnished
4389163,4720,3,2,2,yes,no,no,yes,no,no,no,furnished
4033570,4354,3,1,1,yes,no,yes,no,no,no,no,furnished
3581081,3002,3,1,2,yes,no,yes,no,no,no,no,furnished
8766096,8963,3,1,1,yes,no,no,no,no,yes,no,semi-furnished
2498771,3459,1,1,1,yes,yes,no,no,no,no,no,unfurnished
4926731,5914,3,1,2,yes,no,no,no,yes,no,no,semi-furnished
6822101,3918,3,2,1,yes,no,yes,no,yes,no,no,semi-furnished
6680035,3836,3,1,1,yes,no,yes,no,no,yes,no,semi-furnished
3333716,4383,3,1,2,yes,no,no,no,no,no,no,semi-furnished
3180620,3597,2,1,1,yes,no,yes,no,no,no,no,semi-furnished
3337632,6076,2,1,1,yes,yes,yes,no,no,no,no,furnished
3624106,2988,2,1,2,yes,no,no,no,yes,no,no,furnished
3383662,3811,3,1,2,yes,no,no,no,no,no,no,semi-furnished
5066367,11237,2,1,1,yes,no,no,no,no,no,yes,furnished
3416477,4742,4,1,1,yes,no,no,no,no,no,no,semi-furnished
4697331,6898,2,1,1,yes,no,no,no,yes,yes,yes,furnished
6344446,6603,3,1,2,yes,no,yes,no,no,no,yes,unfurnished
3814997,2997,2,1,1,no,no,yes,no,no,no,no,semi-furnished
2325891,3549,2,1,1,no,no,no,no,no,no,no,unfurnished
8779272,6299,4,2,2,yes,yes,yes,no,yes,yes,yes,furnished
7435276,6789,3,1,4,yes,no,no,no,yes,yes,yes,furnished
3679071,3728,2,1,1,yes,no,no,no,no,no,no,furnished
8798450,3628,3,1,2,yes,no,no,yes,no,yes,no,furnished
5122853,11783,1,1,2,yes,no,no,no,no,no,yes,furnished
2366157,2750,4,1,1,yes,no,no,no,no,no,no,furnished
4169420,3339,2,1,1,yes,no,yes,no,no,yes,yes,semi-furnished
4039332,5352,4,1,2,yes,no,no,no,no,no,no,semi-furnished
4083970,6275,3,1,2,no,no,no,no,yes,yes,no,semi-furnished
8464083,8401,2,1,1,yes,no,no,no,yes,yes,no,furnished
2330242,4085,1,1,0,no,no,no,no,no,no,no,unfurnished
3320415,3293,2,1,1,yes,no,yes,no,no,yes,no,furnished
8703197,8214,4,2,2,yes,no,yes,yes,no,yes,no,unfurnished
3911099,3395,3,2,0,yes,no,yes,no,yes,no,no,furnished
4288748,3545,2,1,1,yes,no,yes,no,yes,no,yes,furnished
4262449,3908,3,1,1,yes,no,no,no,no,no,no,unfurnished
4291842,4186,4,1,1,no,no,no,no,no,no,no,semi-furnished
4914799,9082,1,1,0,yes,no,yes,no,yes,yes,no,semi-furnished
6452450,4218,3,1,2,yes,no,yes,yes,no,no,no,furnished
6314506,5689,2,1,2,yes,no,no,no,no,yes,yes,unfurnished
2123241,5077,3,1,0,no,no,no,no,yes,no,yes,unfurnished
5188475,8158,3,1,1,yes,yes,yes,no,yes,yes,yes,unfurnished
11923645,7552,4,2,2,yes,no,yes,no,yes,yes,yes,furnished
2898814,3465,2,1,2,no,no,no,no,no,yes,no,unfurnished
3365942,3575,2,1,0,no,no,no,no,yes,no,no,unfurnished
5242187,7540,2,1,1,yes,no,yes,no,yes,yes,yes,unfurnished
4324990,6828,3,1,1,yes,no,no,no,no,yes,no,furnished
5899642,3702,3,1,1,yes,yes,no,no,yes,no,no,furnished
2445519,3039,2,1,0,no,no,no,no,no,no,no,unfurnished
5217783,3777,3,1,2,yes,yes,yes,no,no,no,yes,unfurnished
5528717,8182,3,1,1,yes,no,no,no,no,yes,no,semi-furnished
3553732,4297,4,1,1,yes,no,yes,no,no,yes,no,furnished
4896653,5056,3,1,4,yes,no,no,no,yes,no,no,semi-furnished
7970547,9435,4,1,4,yes,no,no,no,yes,yes,no,furnished
3018278,2169,2,1,2,no,no,yes,no,no,no,no,semi-furnished
3373870,2567,2,1,1,no,no,no,no,yes,no,no,unfurnished
6086486,6443,2,1,3,yes,yes,no,no,yes,no,no,furnished
4790701,6876,2,1,1,yes,yes,yes,no,no,no,yes,furnished
4579227,5189,3,2,1,yes,yes,yes,no,no,no,yes,furnished
8868939,6839,4,2,2,yes,no,no,no,yes,no,yes,semi-furnished
3492753,4144,2,1,2,yes,no,no,no,yes,no,no,semi-furnished
6670009,4083,2,2,1,yes,no,yes,no,yes,no,yes,semi-furnished
3162451,5694,3,1,0,yes,no,no,no,no,no,no,unfurnished
7437506,5954,4,2,3,yes,no,no,no,no,yes,no,semi-furnished
4507424,1833,4,1,2,no,no,yes,no,no,no,no,semi-furnished
9119636,3339,4,1,2,yes,no,no,yes,no,yes,no,furnished
3771251,4410,1,1,0,yes,no,no,no,yes,yes,no,semi-furnished
6140026,7987,2,1,2,yes,no,no,no,yes,yes,no,unfurnished
3771062,2302,2,1,3,yes,no,no,yes,yes,no,yes,semi-furnished
4099520,3521,2,2,1,yes,no,no,no,no,no,no,semi-furnished
3313946,3880,2,1,1,yes,no,no,no,no,no,no,unfurnished
2884479,3071,2,1,0,no,no,no,no,no,no,no,unfurnished
5127895,4092,3,1,1,yes,no,yes,no,yes,no,no,furnished
4721879,5619,2,1,1,yes,no,no,no,no,yes,yes,unfurnished
4373408,2849,3,1,1,yes,no,no,no,no,no,yes,semi-furnished
4450342,3653,2,1,2,yes,no,no,no,yes,no,no,furnished
4176186,6660,3,1,0,yes,no,no,no,no,yes,no,furnished
3988431,4114,3,1,1,no,no,yes,no,no,no,no,unfurnished
2379784,3914,2,1,2,yes,no,yes,no,no,no,no,unfurnished
3717276,3333,1,1,0,yes,no,yes,no,no,yes,no,semi-furnished
4420095,4098,1,1,1,yes,yes,yes,no,no,no,no,semi-furnished
3702977,3693,2,1,1,yes,no,no,no,no,yes,yes,unfurnished
2265322,5057,3,1,1,no,no,no,no,yes,no,yes,unfurnished
3741619,4669,1,1,1,yes,no,no,no,no,no,no,semi-furnished
8182444,6211,3,2,3,yes,no,no,no,yes,no,yes,furnished
3858293,3971,1,1,0,yes,no,no,no,no,no,no,semi-furnished
4497263,3094,2,1,1,yes,no,no,no,yes,yes,no,furnished
4113803,3402,3,1,2,yes,no,no,no,no,no,no,semi-furnished
4517535,4154,3,1,1,yes,no,no,no,no,no,no,furnished
3949495,3514,2,1,0,yes,no,yes,no,yes,no,yes,furnished
3265917,3579,3,1,1,yes,no,yes,no,no,no,no,unfurnished
5706800,5000,2,1,3,yes,no,no,no,yes,no,no,semi-furnished
7293515,7433,3,2,4,yes,no,no,no,no,yes,yes,unfurnished
3379504,2891,3,1,2,yes,no,yes,no,no,no,no,semi-furnished
2307775,2459,3,1,1,yes,no,no,no,no,no,no,furnished
2563249,3725,2,1,1,yes,no,no,no,no,no,no,unfurnished
3877498,2983,2,1,2,yes,no,no,no,no,no,yes,furnished
3638829,3633,3,1,1,no,no,no,no,yes,no,no,unfurnished
6364490,4284,3,2,2,yes,no,no,no,yes,yes,no,semi-furnished
6295106,4608,2,1,3,yes,no,no,no,yes,no,no,unfurnished
2454280,2861,1,1,2,yes,no,no,no,no,no,no,furnished
4465812,3899,2,1,0,yes,no,no,no,no,yes,no,semi-furnished
2808071,5321,4,1,2,yes,no,no,no,no,no,no,unfurnished
2499993,2940,2,1,2,no,no,no,no,no,no,no,semi-furnished
7393595,6093,2,2,2,yes,yes,no,no,no,no,no,semi-furnished
3476360,4547,3,1,2,yes,yes,yes,no,yes,no,no,furnished
4294696,4289,1,1,1,no,no,no,no,no,no,no,unfurnished
4365898,3460,3,1,1,yes,no,no,no,no,no,yes,semi-furnished
5067251,6645,4,1,1,no,no,no,no,yes,no,no,semi-furnished
8160877,6414,2,1,2,yes,no,yes,no,yes,no,yes,furnished
4672264,5134,1,1,1,yes,no,no,no,no,no,yes,semi-furnished
3278650,4159,2,1,0,yes,no,no,no,no,no,no,unfurnished
4213979,4565,2,1,1,yes,no,no,no,yes,yes,no,semi-furnished
3165864,4658,3,1,2,yes,no,no,no,yes,no,no,unfurnished
7024075,11562,4,1,2,yes,no,yes,no,no,no,yes,semi-furnished
4630949,3938,3,1,2,yes,no,no,no,no,no,no,furnished
5174512,9606,3,1,1,yes,yes,no,no,no,yes,no,semi-furnished
7344557,6086,4,1,1,yes,no,no,no,yes,no,no,furnished
5995226,4498,4,1,2,yes,no,no,no,no,no,no,semi-furnished
3063062,3063,1,1,1,yes,no,no,no,no,no,no,unfurnished
3039016,4037,1,1,0,yes,no,no,no,no,yes,no,semi-furnished
4918750,6396,2,1,1,yes,no,no,no,yes,yes,no,semi-furnished
3171530,2785,1,1,0,yes,no,no,no,yes,yes,no,unfurnished
4701129,6611,2,1,1,yes,no,no,no,yes,yes,no,semi-furnished
8238988,6175,3,2,4,yes,yes,yes,no,yes,no,yes,semi-furnished
3002956,2331,3,1,0,yes,no,no,no,no,no,yes,semi-furnished
5994681,5193,3,2,0,yes,no,yes,no,yes,no,yes,semi-furnished
3333898,4386,2,1,1,no,no,no,no,no,no,no,unfurnished
8092638,6916,2,1,4,yes,no,no,no,yes,yes,no,furnished
5525665,3635,3,2,2,yes,no,no,no,no,yes,no,semi-furnished
5395039,4220,3,1,1,yes,no,yes,no,yes,no,no,furnished
4543804,1901,4,1,1,no,no,yes,no,no,no,no,semi-furnished
3314132,4931,3,1,2,no,no,no,no,no,no,no,semi-furnished
5012186,8293,3,1,0,yes,no,no,no,no,yes,yes,semi-furnished
4634136,2968,1,1,1,yes,yes,yes,no,no,no,yes,semi-furnished
2560161,4599,2,1,1,yes,no,no,no,no,no,no,unfurnished
3252226,3573,3,1,2,yes,no,yes,no,no,no,no,unfurnished
5878264,7242,3,1,1,yes,yes,yes,no,yes,no,yes,semi-furnished
3350314,3551,3,1,0,yes,no,yes,no,no,yes,no,unfurnished
2150055,3042,4,1,1,yes,no,no,no,no,no,no,unfurnished
3798437,3591,2,1,0,yes,no,yes,no,no,no,no,semi-furnished
4106847,3538,4,1,1,yes,no,no,no,yes,no,no,semi-furnished
2995482,3639,4,1,2,no,no,no,no,no,no,no,unfurnished
5427258,6513,3,1,1,yes,no,yes,no,no,no,yes,semi-furnished
2885717,3315,2,1,2,no,no,no,no,no,no,no,semi-furnished
5670980,5408,4,1,2,yes,yes,yes,no,yes,no,yes,furnished
8870986,6418,3,1,1,yes,yes,yes,no,yes,yes,yes,unfurnished
3757829,3503,3,1,1,yes,no,no,no,no,no,no,unfurnished
3125897,3858,2,1,1,yes,no,no,no,no,no,no,unfurnished
5067264,4141,3,1,1,no,yes,yes,no,yes,no,no,semi-furnished
3293656,3644,1,1,0,no,no,no,no,yes,no,no,unfurnished
4427935,6342,2,1,1,yes,no,no,no,no,no,no,furnished
3380331,4577,2,1,1,yes,no,no,no,no,no,no,unfurnished
3227574,4419,1,1,2,yes,no,no,yes,no,yes,no,semi-furnished
3921443,8000,2,1,0,yes,no,no,no,no,no,no,furnished
3620693,2964,2,1,2,no,no,yes,no,no,no,yes,unfurnished
5913201,7104,4,1,2,yes,no,no,no,no,no,no,furnished
6886941,5734,2,1,3,yes,yes,no,no,yes,no,no,furnished
4886213,3674,3,1,1,yes,no,yes,no,no,no,no,furnished
2891890,3493,4,1,2,no,no,no,no,no,no,no,unfurnished
5413008,3381,2,3,1,yes,no,yes,no,no,no,no,semi-furnished
3411018,4029,2,1,0,yes,no,no,no,no,no,no,unfurnished
7992819,7796,3,1,3,yes,no,no,no,yes,yes,no,unfurnished
2710643,3421,1,1,0,yes,no,no,no,no,yes,no,semi-furnished
3585882,4469,1,1,0,yes,no,no,no,yes,yes,no,semi-furnished
3902763,3518,3,1,1,yes,no,yes,no,yes,no,no,furnished
3730985,7219,2,2,1,yes,yes,yes,no,no,yes,no,furnished
4632260,3632,3,1,2,yes,no,no,no,yes,no,no,furnished
3482809,4904,4,1,2,yes,no,no,no,no,no,no,unfurnished
5124132,6900,3,1,2,yes,yes,yes,no,no,no,yes,furnished
3118210,3478,3,1,1,yes,no,no,no,no,yes,no,semi-furnished
3550345,6146,2,1,1,yes,yes,yes,no,no,no,no,unfurnished
6583490,6056,3,1,2,yes,no,no,yes,no,no,yes,semi-furnished
3499366,5200,4,1,2,no,no,no,no,no,no,no,semi-furnished
3101678,3066,3,1,1,no,no,no,no,no,no,no,semi-furnished
3247114,2224,2,1,1,yes,no,yes,no,no,no,yes,furnished
7609620,11247,4,1,2,yes,no,yes,no,no,no,yes,semi-furnished
4162759,3601,3,2,2,yes,no,no,yes,no,yes,no,semi-furnished
1715437,2282,2,1,0,no,no,no,no,no,no,no,semi-furnished
2605598,7134,2,1,1,yes,no,no,no,no,no,no,unfurnished
4356974,2767,3,1,2,yes,no,no,no,no,no,yes,semi-furnished
4913232,4948,2,1,3,yes,no,no,no,yes,no,no,semi-furnished
7394069,5364,2,2,3,yes,no,no,no,yes,yes,no,semi-furnished
12668599,7827,4,2,2,yes,no,yes,no,yes,yes,yes,furnished
3137537,4337,1,1,0,no,no,no,no,no,no,no,semi-furnished
4113454,4464,3,1,1,yes,no,no,no,yes,no,no,semi-furnished
6187907,7573,3,1,1,yes,yes,yes,no,yes,yes,yes,unfurnished
4167125,3132,3,1,3,yes,no,yes,no,yes,yes,no,semi-furnished
3538993,3542,2,2,0,yes,no,yes,no,no,no,no,semi-furnished
2586861,2916,3,1,1,yes,no,no,no,no,no,no,unfurnished
4591616,4061,2,1,0,yes,yes,yes,no,yes,no,no,unfurnished
3725424,8213,2,1,1,yes,no,no,no,yes,yes,no,semi-furnished
5158496,3059,2,1,2,yes,yes,yes,no,no,no,no,furnished
3419818,5949,2,1,1,yes,no,no,no,no,yes,no,unfurnished
4992290,3090,3,1,2,yes,no,no,no,no,yes,no,semi-furnished
6950498,4200,3,2,2,yes,no,no,yes,no,no,no,semi-furnished
4413778,1989,4,1,1,no,no,yes,no,no,no,no,semi-furnished
7304908,5918,3,1,1,yes,yes,no,no,yes,no,no,semi-furnished
6473599,6295,3,1,3,yes,no,no,no,yes,no,yes,furnished
4033438,2381,3,1,2,no,no,no,no,no,no,no,semi-furnished
4880820,4785,2,1,1,yes,no,no,no,yes,no,yes,semi-furnished
4382692,4549,1,1,0,yes,no,no,no,no,yes,no,semi-furnished
4413224,2771,2,1,1,yes,no,no,no,no,no,yes,semi-furnished
7460471,6400,3,2,4,yes,no,no,no,yes,yes,no,unfurnished
3544738,3899,2,1,1,yes,no,no,no,no,no,no,semi-furnished
4796947,6120,1,1,1,yes,no,yes,no,yes,no,no,furnished
4541536,5120,2,1,3,yes,no,no,no,yes,no,no,semi-furnished
7031442,6242,4,2,1,yes,no,no,no,yes,no,no,furnished
5404573,5420,3,2,1,yes,no,yes,no,no,no,no,semi-furnished
4290697,4995,3,1,2,yes,no,no,no,no,yes,no,semi-furnished
8030628,5894,2,2,2,yes,yes,yes,no,no,yes,no,unfurnished
5725396,11097,3,1,3,yes,no,no,no,no,yes,yes,semi-furnished
3591968,7527,3,1,1,no,no,no,no,no,no,no,unfurnished
5695536,4894,2,1,1,yes,yes,yes,no,yes,no,yes,unfurnished
3702282,4704,3,2,1,yes,no,yes,no,no,yes,no,furnished
9548718,6764,4,2,1,yes,yes,yes,no,yes,yes,yes,unfurnished
9002880,3443,4,2,1,yes,no,no,yes,no,yes,no,furnished
6662565,6076,3,1,2,yes,no,no,yes,no,no,yes,semi-furnished
4666288,5923,2,1,1,yes,yes,yes,no,yes,no,no,semi-furnished
4949994,5578,4,1,1,yes,no,no,no,no,no,no,semi-furnished
3492735,2258,3,1,3,yes,no,no,yes,yes,no,yes,semi-furnished
1678414,2907,2,1,0,no,no,no,no,no,no,no,furnished
8820886,7715,2,1,1,yes,yes,yes,no,yes,yes,no,furnished
5268212,5993,2,1,2,yes,yes,no,no,yes,no,yes,semi-furnished
5466427,4699,4,1,2,no,no,yes,yes,no,no,no,unfurnished
6335737,6260,2,1,2,yes,yes,no,no,yes,no,no,furnished
3563648,3985,2,1,0,yes,no,no,no,no,no,yes,semi-furnished
3229730,4497,3,1,2,yes,no,no,no,yes,no,no,unfurnished
3535913,3502,3,1,1,yes,no,yes,no,no,yes,no,unfurnished
4200514,5504,2,1,0,yes,no,no,no,no,yes,no,semi-furnished
5315576,5333,2,1,1,yes,no,yes,no,no,no,no,semi-furnished
4461916,3456,3,1,1,yes,no,no,no,no,yes,no,furnished
3288057,6551,1,1,1,yes,no,no,no,no,no,no,semi-furnished
6215096,6411,3,2,3,yes,no,no,no,no,no,no,furnished
3546214,3017,2,1,2,yes,no,yes,no,no,no,no,furnished
4030910,6051,4,1,1,no,no,yes,no,no,yes,no,unfurnished
6024804,5408,4,1,1,yes,no,yes,no,yes,no,yes,semi-furnished
3148797,2143,2,1,2,no,no,yes,no,no,no,no,semi-furnished
3326558,4695,3,1,2,yes,no,no,no,no,no,no,unfurnished
3838513,7808,3,1,0,yes,no,no,no,yes,yes,no,semi-furnished
2724046,4029,3,1,2,yes,no,no,no,no,yes,no,unfurnished
3772834,5958,2,1,1,yes,no,no,no,no,no,no,semi-furnished
3208171,3170,3,1,2,yes,no,yes,no,yes,no,no,unfurnished
2489463,5043,1,1,2,yes,no,no,no,no,no,no,unfurnished
3478208,2963,3,1,0,yes,no,no,no,no,no,no,unfurnished
3714468,3986,3,1,2,yes,no,no,no,no,yes,no,semi-furnished
5811821,4248,4,1,1,yes,no,no,no,yes,yes,yes,semi-furnished
3835526,3799,3,1,1,yes,no,no,yes,no,yes,no,semi-furnished
4960745,5229,3,2,0,yes,no,yes,no,no,no,no,semi-furnished
7303536,10857,2,1,0,yes,no,yes,no,yes,no,yes,furnished
4275700,4094,3,1,2,yes,no,no,no,no,no,no,unfurnished
2002486,3261,4,1,2,no,no,no,no,no,no,no,unfurnished
6461525,6220,3,1,2,yes,yes,yes,no,no,no,yes,unfurnished
6343210,5258,3,1,0,yes,yes,yes,no,no,yes,yes,furnished
5670849,4909,2,1,1,yes,yes,yes,no,no,no,no,unfurnished
3350763,3735,2,1,1,yes,no,no,no,no,no,no,unfurnished
4099391,4479,2,1,1,yes,no,no,no,no,yes,yes,furnished
3399568,6109,3,1,0,yes,no,no,no,no,no,no,unfurnished
9189518,4459,3,1,1,yes,yes,no,no,yes,yes,no,furnished
4552804,10617,1,1,1,yes,no,no,no,yes,yes,yes,unfurnished
3243616,3616,2,1,1,yes,no,no,no,no,no,no,unfurnished
3552641,7245,2,1,0,no,no,no,no,no,no,no,unfurnished
4602772,6577,2,1,1,yes,no,no,no,yes,yes,no,semi-furnished
3814662,3589,2,1,1,yes,no,no,no,no,no,no,unfurnished
3486385,4748,4,1,2,yes,no,no,no,no,no,no,unfurnished
8990286,8026,3,1,2,yes,no,no,no,no,no,yes,semi-furnished
3365039,1997,3,2,1,yes,no,yes,no,no,no,yes,unfurnished
3810718,8350,2,1,0,yes,no,no,no,no,yes,no,furnished
3176397,2295,3,1,0,yes,no,no,no,no,no,yes,semi-furnished
2169633,1929,3,1,1,no,no,no,yes,no,no,no,unfurnished
4935925,4371,3,3,1,yes,no,yes,no,no,yes,no,semi-furnished
5747394,6897,2,1,1,yes,yes,yes,no,no,yes,no,furnished
3558068,3281,2,1,1,yes,no,yes,no,no,yes,no,unfurnished
3860738,3491,1,1,0,yes,no,no,no,no,no,no,semi-furnished
6538310,4207,2,1,2,yes,no,yes,yes,no,no,no,furnished
